                                                             cve-2010-5278, cve-2015-9481, cve-2015-9482, cve-2017-1002201, cve-2018-1000877, cve-2018-1000878, cve-2018-1000879, cve-2018-1000880, cve-2018-1002204, cve-2018-19052, cve-2018-20685, cve-2018-5732, cve-2019-0065, cve-2019-0071, cve-2019-10923, cve-2019-10936, cve-2019-13411, cve-2019-13412, cve-2019-13929, cve-2019-14657, cve-2019-14810, cve-2019-15064, cve-2019-15065, cve-2019-15066, cve-2019-16925, cve-2019-16926, cve-2019-17115, cve-2019-17264, cve-2019-17449, cve-2019-17501, cve-2019-17507, cve-2019-17526, cve-2019-17543, cve-2019-17544, cve-2019-17629, cve-2019-17630, cve-2019-17664, cve-2019-18216, cve-2019-2934, cve-2019-2936, cve-2019-2937, cve-2019-2961, cve-2019-2965, cve-2019-8064, cve-2019-8160, cve-2019-8161, cve-2019-8162, cve-2019-8163, cve-2019-8164, cve-2019-8165, cve-2019-8166, cve-2019-8167, cve-2019-8168, cve-2019-8169, cve-2019-8170, cve-2019-8171, cve-2019-8172, cve-2019-8173, cve-2019-8174, cve-2019-8175, cve-2019-8176, cve-2019-8177, cve-2019-8178, cve-2019-8179, cve-2019-8180, cve-2019-8181, cve-2019-8182, cve-2019-8183, cve-2019-8184, cve-2019-8185, cve-2019-8186, cve-2019-8187, cve-2019-8188, cve-2019-8189, cve-2019-8190, cve-2019-8191, cve-2019-8192, cve-2019-8193, cve-2019-8194, cve-2019-8195, cve-2019-8196, cve-2019-8197, cve-2019-8198, cve-2019-8199, cve-2019-8200, cve-2019-8201, cve-2019-8202, cve-2019-8203, cve-2019-8204, cve-2019-8205, cve-2019-8206, cve-2019-8207, cve-2019-8208, cve-2019-8209, cve-2019-8210, cve-2019-8211, cve-2019-8212, cve-2019-8213, cve-2019-8214, cve-2019-8215, cve-2019-8216, cve-2019-8217, cve-2019-8218, cve-2019-8219, cve-2019-8220, cve-2019-8221, cve-2019-8222, cve-2019-8223, cve-2019-8224, cve-2019-8225, cve-2019-8226, cve-2019-8369, cve-2019-8370
repeat                                                       cve-2019-0050, cve-2019-0051, cve-2019-2914, cve-2019-2938, cve-2019-2944, cve-2019-2946, cve-2019-2948, cve-2019-2950, cve-2019-2956, cve-2019-2957, cve-2019-2960, cve-2019-2963, cve-2019-2966, cve-2019-2967, cve-2019-2968, cve-2019-2974, cve-2019-2982, cve-2019-2984, cve-2019-2986, cve-2019-2991, cve-2019-2993, cve-2019-2997, cve-2019-2998, cve-2019-3002, cve-2019-3003, cve-2019-3004, cve-2019-3005, cve-2019-3009, cve-2019-3011, cve-2019-3018, cve-2019-3021
repeatedli                                                   cve-2018-14659, cve-2019-0063, cve-2019-0065, cve-2019-0067, cve-2019-0068, cve-2019-15262
replac                                                       cve-2018-19518, cve-2019-14657, cve-2019-15260, cve-2019-15901, cve-2019-16520, cve-2019-6475
replic                                                       cve-2019-2960
report                                                       cve-2017-14955, cve-2019-1339, cve-2019-1342, cve-2019-15900, cve-2019-17382, cve-2019-17514, cve-2019-2934, cve-2019-2936, cve-2019-2937, cve-2019-2947, cve-2019-2952, cve-2019-2959, cve-2019-4409
reportlab                                                    cve-2019-17626
repositori                                                   cve-2019-0227, cve-2019-15893, cve-2019-16530
republish                                                    cve-2019-15587
request                                                      cve-2010-5336, cve-2010-5337, cve-2010-5338, cve-2010-5339, cve-2010-5340, cve-2014-8773, cve-2015-5182, cve-2015-9479, cve-2015-9481, cve-2015-9482, cve-2015-9483, cve-2015-9484, cve-2015-9485, cve-2015-9486, cve-2015-9487, cve-2015-9488, cve-2015-9489, cve-2015-9490, cve-2015-9491, cve-2015-9492, cve-2016-4977, cve-2017-14948, cve-2017-18638, cve-2018-1000850, cve-2018-12384, cve-2018-1313, cve-2018-20582, cve-2018-21024, cve-2019-0073, cve-2019-0201, cve-2019-0212, cve-2019-0227, cve-2019-10437, cve-2019-10441, cve-2019-10454, cve-2019-10456, cve-2019-10462, cve-2019-10464, cve-2019-10466, cve-2019-10468, cve-2019-10471, cve-2019-10716, cve-2019-11253, cve-2019-11282, cve-2019-12636, cve-2019-12703, cve-2019-12704, cve-2019-13392, cve-2019-1365, cve-2019-1375, cve-2019-13921, cve-2019-14276, cve-2019-14423, cve-2019-14424, cve-2019-14656, cve-2019-15226, cve-2019-15240, cve-2019-15241, cve-2019-15242, cve-2019-15243, cve-2019-15244, cve-2019-15245, cve-2019-15246, cve-2019-15247, cve-2019-15248, cve-2019-15249, cve-2019-15250, cve-2019-15251, cve-2019-15252, cve-2019-15257, cve-2019-15258, cve-2019-15260, cve-2019-15282, cve-2019-16278, cve-2019-16279, cve-2019-16521, cve-2019-16919, cve-2019-16966, cve-2019-16967, cve-2019-17134, cve-2019-17455, cve-2019-17502, cve-2019-17509, cve-2019-17510, cve-2019-17532, cve-2019-17601, cve-2019-17627, cve-2019-17669, cve-2019-17670, cve-2019-17673, cve-2019-18202, cve-2019-18219, cve-2019-18220, cve-2019-18277, cve-2019-18280, cve-2019-3980, cve-2019-5586, cve-2019-6474
request.c                                                    cve-2019-17502
requestbuild                                                 cve-2018-1000850
requir                                                       cve-2019-0047, cve-2019-0056, cve-2019-0061, cve-2019-10923, cve-2019-10936, cve-2019-13921, cve-2019-13929, cve-2019-15258, cve-2019-15627, cve-2019-17372, cve-2019-17449, cve-2019-17505, cve-2019-17506, cve-2019-17511, cve-2019-17512, cve-2019-2114, cve-2019-2215, cve-2019-2872, cve-2019-2883, cve-2019-2886, cve-2019-2889, cve-2019-2899, cve-2019-2906, cve-2019-2915, cve-2019-2925, cve-2019-2927, cve-2019-2929, cve-2019-2930, cve-2019-2931, cve-2019-2933, cve-2019-2941, cve-2019-2942, cve-2019-2945, cve-2019-2952, cve-2019-2954, cve-2019-2955, cve-2019-2956, cve-2019-2959, cve-2019-2976, cve-2019-2979, cve-2019-2985, cve-2019-2990, cve-2019-2994, cve-2019-2995, cve-2019-2996, cve-2019-2999, cve-2019-3000, cve-2019-3008, cve-2019-3014, cve-2019-3019, cve-2019-3020, cve-2019-3023, cve-2019-3024, cve-2019-3738
research                                                     cve-2019-17514
reset                                                        cve-2018-7185, cve-2019-11674, cve-2019-18197, cve-2019-18216
resolv                                                       cve-2019-1002101, cve-2019-10466, cve-2019-6476
resourc                                                      cve-2017-18638, cve-2018-1000850, cve-2019-0051, cve-2019-0056, cve-2019-12415, cve-2019-15262, cve-2019-15264, cve-2019-17414, cve-2019-17503, cve-2019-17504, cve-2019-17583, cve-2019-2951, cve-2019-3765
resources/cmd.php                                            cve-2019-16965
resources\download.php                                       cve-2019-16986
resources\paging.php                                         cve-2019-16983
resources\secure_download.php                                cve-2019-16986
respond                                                      cve-2019-15258
respons                                                      cve-2015-9482, cve-2015-9483, cve-2015-9484, cve-2015-9485, cve-2015-9486, cve-2015-9487, cve-2015-9488, cve-2015-9489, cve-2015-9491, cve-2015-9492, cve-2017-18638, cve-2017-7320, cve-2018-5732, cve-2019-0060, cve-2019-0061, cve-2019-0063, cve-2019-0068, cve-2019-1338, cve-2019-17420, cve-2019-17513
response_typ                                                 cve-2016-4977
rest                                                         cve-2019-0212, cve-2019-10716, cve-2019-14832
restart                                                      cve-2019-0060, cve-2019-0063, cve-2019-0064, cve-2019-0067, cve-2019-0068, cve-2019-15264, cve-2019-17389, cve-2019-6474
restor                                                       cve-2019-1341, cve-2019-3765
restrict                                                     cve-2015-9474, cve-2015-9475, cve-2015-9476, cve-2015-9477, cve-2015-9509, cve-2018-20685, cve-2019-1368, cve-2019-15257, cve-2019-15266, cve-2019-15274, cve-2019-16698, cve-2019-18218, cve-2019-9530
result                                                       cve-2010-5334, cve-2010-5335, cve-2014-2304, cve-2015-9497, cve-2017-7320, cve-2018-1000850, cve-2018-1000877, cve-2018-1000878, cve-2018-1000879, cve-2018-1000880, cve-2018-12384, cve-2018-18065, cve-2018-18066, cve-2018-2799, cve-2018-2875, cve-2018-3300, cve-2018-5732, cve-2019-0050, cve-2019-0051, cve-2019-0055, cve-2019-0056, cve-2019-0060, cve-2019-0064, cve-2019-0066, cve-2019-0368, cve-2019-0381, cve-2019-1000019, cve-2019-1000020, cve-2019-1002101, cve-2019-10466, cve-2019-11674, cve-2019-12611, cve-2019-12704, cve-2019-13120, cve-2019-14858, cve-2019-15015, cve-2019-15139, cve-2019-15226, cve-2019-15261, cve-2019-15262, cve-2019-15264, cve-2019-15273, cve-2019-15626, cve-2019-15719, cve-2019-15900, cve-2019-15901, cve-2019-16699, cve-2019-16700, cve-2019-17195, cve-2019-17359, cve-2019-17383, cve-2019-17432, cve-2019-17514, cve-2019-17575, cve-2019-2734, cve-2019-2765, cve-2019-2872, cve-2019-2883, cve-2019-2884, cve-2019-2886, cve-2019-2887, cve-2019-2888, cve-2019-2889, cve-2019-2890, cve-2019-2891, cve-2019-2894, cve-2019-2895, cve-2019-2896, cve-2019-2897, cve-2019-2898, cve-2019-2899, cve-2019-2900, cve-2019-2901, cve-2019-2902, cve-2019-2903, cve-2019-2904, cve-2019-2905, cve-2019-2906, cve-2019-2907, cve-2019-2909, cve-2019-2910, cve-2019-2911, cve-2019-2913, cve-2019-2914, cve-2019-2915, cve-2019-2920, cve-2019-2922, cve-2019-2923, cve-2019-2924, cve-2019-2925, cve-2019-2926, cve-2019-2927, cve-2019-2929, cve-2019-2930, cve-2019-2931, cve-2019-2932, cve-2019-2933, cve-2019-2934, cve-2019-2935, cve-2019-2936, cve-2019-2937, cve-2019-2938, cve-2019-2939, cve-2019-2940, cve-2019-2941, cve-2019-2942, cve-2019-2943, cve-2019-2944, cve-2019-2945, cve-2019-2946, cve-2019-2947, cve-2019-2948, cve-2019-2949, cve-2019-2950, cve-2019-2951, cve-2019-2952, cve-2019-2953, cve-2019-2954, cve-2019-2955, cve-2019-2956, cve-2019-2957, cve-2019-2958, cve-2019-2959, cve-2019-2960, cve-2019-2961, cve-2019-2962, cve-2019-2963, cve-2019-2964, cve-2019-2965, cve-2019-2966, cve-2019-2967, cve-2019-2968, cve-2019-2969, cve-2019-2970, cve-2019-2971, cve-2019-2972, cve-2019-2973, cve-2019-2974, cve-2019-2975, cve-2019-2976, cve-2019-2977, cve-2019-2978, cve-2019-2979, cve-2019-2980, cve-2019-2981, cve-2019-2982, cve-2019-2983, cve-2019-2984, cve-2019-2985, cve-2019-2986, cve-2019-2987, cve-2019-2988, cve-2019-2989, cve-2019-2990, cve-2019-2991, cve-2019-2992, cve-2019-2993, cve-2019-2994, cve-2019-2995, cve-2019-2996, cve-2019-2997, cve-2019-2998, cve-2019-2999, cve-2019-3000, cve-2019-3001, cve-2019-3002, cve-2019-3003, cve-2019-3004, cve-2019-3005, cve-2019-3008, cve-2019-3009, cve-2019-3010, cve-2019-3011, cve-2019-3012, cve-2019-3014, cve-2019-3015, cve-2019-3017, cve-2019-3018, cve-2019-3019, cve-2019-3020, cve-2019-3021, cve-2019-3022, cve-2019-3023, cve-2019-3024, cve-2019-3025, cve-2019-3026, cve-2019-3027, cve-2019-3028, cve-2019-3031, cve-2019-5699
retail                                                       cve-2018-3300, cve-2019-2872, cve-2019-2883, cve-2019-2884, cve-2019-2896
retain                                                       cve-2019-17526
retriev                                                      cve-2019-0201, cve-2019-10963, cve-2019-12704, cve-2019-17115, cve-2019-17134, cve-2019-3767
retrofit                                                     cve-2018-1000850
return                                                       cve-2019-0066, cve-2019-0201, cve-2019-15257, cve-2019-15900, cve-2019-17577, cve-2019-4409, cve-2019-6476
reus                                                         cve-2019-12708, cve-2019-18197
reveal                                                       cve-2019-10716
reverse-engin                                                cve-2019-9533
review                                                       cve-2015-9526
revolut                                                      cve-2010-5278, cve-2014-2311, cve-2014-2736, cve-2014-8773, cve-2014-8774, cve-2014-8775, cve-2014-8992, cve-2017-7320, cve-2017-7321, cve-2017-7322, cve-2017-7323, cve-2017-7324, cve-2018-20758
rfc3490                                                      cve-2019-12290
rgba                                                         cve-2019-17546
ricoh                                                        cve-2019-18203
right                                                        cve-2019-14510, cve-2019-16925, cve-2019-16926, cve-2019-17041, cve-2019-17042
riot                                                         cve-2019-17389
risk                                                         cve-2019-17543
rmm                                                          cve-2019-14510
robot                                                        cve-2019-16919
robotcpa                                                     cve-2015-9480
robust                                                       cve-2019-8237
rocket.chat                                                  cve-2019-17220
rog                                                          cve-2019-18216
role                                                         cve-2018-15333, cve-2019-14656, cve-2019-14838
room                                                         cve-2019-13409, cve-2019-18344, cve-2019-2953
root                                                         cve-2015-9501, cve-2018-14665, cve-2018-8006, cve-2019-12941, cve-2019-14287, cve-2019-14423, cve-2019-14657, cve-2019-14823, cve-2019-15015, cve-2019-15275, cve-2019-15277, cve-2019-15900, cve-2019-15962, cve-2019-16519, cve-2019-17044, cve-2019-17436, cve-2019-17499, cve-2019-17509, cve-2019-17510, cve-2019-3689, cve-2019-4031, cve-2019-4523, cve-2019-6475, cve-2019-9530, cve-2019-9533
rop                                                          cve-2017-14948
roundtrip                                                    cve-2019-12290
rout                                                         cve-2019-0056, cve-2019-0066, cve-2019-0074, cve-2019-14810, cve-2019-15261
router                                                       cve-2019-10969, cve-2019-12703, cve-2019-17505, cve-2019-17506, cve-2019-17507, cve-2019-17511, cve-2019-17512
router'                                                      cve-2019-17506, cve-2019-17511, cve-2019-17512
row&#91;name&#93                                             cve-2019-17432
rpd                                                          cve-2019-0066
rpo                                                          cve-2019-17495
rsa                                                          cve-2019-3738
rsasignaturelen                                              cve-2019-3957
rsh                                                          cve-2018-19518
rsyslog                                                      cve-2019-17041, cve-2019-17042
rtl_p2p_noa_i                                                cve-2019-17666
rtx                                                          cve-2019-10923, cve-2019-10936, cve-2019-13921
rubi                                                         cve-2015-1828, cve-2019-15587, cve-2019-17383
rule                                                         cve-2019-16866, cve-2019-17514
ruledbbodi                                                   cve-2019-17532
rules-process                                                cve-2019-17532
run                                                          cve-2018-1000880, cve-2018-11790, cve-2018-1313, cve-2018-14665, cve-2019-0066, cve-2019-0073, cve-2019-1002101, cve-2019-1372, cve-2019-1378, cve-2019-14858, cve-2019-15257, cve-2019-18214, cve-2019-2894, cve-2019-2933, cve-2019-2945, cve-2019-2949, cve-2019-2958, cve-2019-2962, cve-2019-2973, cve-2019-2975, cve-2019-2977, cve-2019-2978, cve-2019-2981, cve-2019-2983, cve-2019-2987, cve-2019-2988, cve-2019-2992, cve-2019-2996, cve-2019-2999, cve-2019-3689, cve-2019-3767, cve-2019-3980, cve-2019-9534
runa                                                         cve-2019-14287
rundeck                                                      cve-2019-10454, cve-2019-10455
runtim                                                       cve-2018-14659, cve-2019-13116, cve-2019-14838
s                                                            cve-2015-9504, cve-2019-17115
s10                                                          cve-2019-17668
